text,label
CDC’s role in helping cruise ship travelers during the COVID-19 pandemic,1
"COVID-19 Enforcement Policy for Sterilizers, Disinfectant Devices, and Air Purifiers (FDA, 2020)",1
Evaluating and Reporting Persons Under Investigation (PUI),1
"Understanding How COVID-19 Affects Children Vital to Slowing Pandemic, Doctors Say",1
"Coronavirus Spreads Quickly and Sometimes Before People Have Symptoms, Study Finds",1
ÒThereÕs magically already a vaccine available.Ó,0
The coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó,0
Congress included include a raise for themselves in the coronavirus stimulus package.,0
Team Doctors Jump In After Professional Athletes Benched,1
The common cold is the only type of coronavirus.,0
Community Mitigation,1
ÒThe Chinese Communist Party is using Zoom as a way to spy on our citizens.Ó,0
Strategies for Optimizing Supply of N95 Respirators,1
Institutes of Higher Education,1
How People in Addiction Recovery Are Dealing with the Isolation of COVID-19,1
COVID-19: Occupational groups that are at high risk,1
Many Daycare Centers Don’t Require Kids or Adults to Get Flu Shots,1
Rapid Weather Swings Increase Flu Risk,1
New Drug Target Found for COVID-19,1
New Protective Respirator for Health Care Workers,1
Commentary: What Neurologists Can Expect From COVID-19,1
False-negative COVID-19 test results may lead to false sense of security,1
"""House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account, in which she calls on people to visit Chinatown in San Francisco.""",0
Caring for Someone Who Is Sick,1
Novel Coronavirus That Recently Emerged in China,1
I Never Get Sick. Why Do I Need the Flu Shot?,1
Median incubation period for COVID-19,1
Guidance Documents,1
"Higher Temps, Humidity May Help Against COVID",1
"""Ensuring continuity of TB services during the COVID-19 pandemic""",1
"President Donald Trump Òcut funding to the CDC,Ó Òfired the Pandemic Response Team,Ó Òrefused WHO testsÓ and Òwasted two weeks calling this outbreak a ÔDemocrat hoax.ÕÓ",0
Publications,1
Identify Strategies to Reduce Spread of COVID-19,1
"""Yes, San Francisco residents formed Anti-Mask League during 1918 flu""",1
Cases & Latest Updates,1
COMMENTARY: Iranian Doctors 'Dance' to Defy Coronavirus,1
Nephrologists on Lessons Learned With Kidney Disease in COVID-19,1
FDA Gives Remdesivir Emergency Authorization,1
"Charles Lieber, a Harvard University professor who was arrested, had a connection to the new coronavirus.",0
Trending Clinical Topic: Social Distancing,1
Testing,1
New York Orders Hospitals to Increase Capacity,1
U.S. Marks Deadliest Day of Coronavirus Crisis,1
CDC sponsored Facebook post asking for help with ÒescapedÓ coronavirus patient.,0
"Why a Virtual Visit to the Doctor May Be the Safest, Most Affordable Option",1
When will the COVID-19 pandemic be over?,1
VA Health System Swamped by Coronavirus Patients,1
A video says Òthe coronavirus was invented and patented in the USA and then planted in China.Ó,0
"Coronavirus Daily Digest: April 15, 2020",1
Event 201 Ògave out stuffed souvenir coronavirus toysÓ to ÒcommemorateÓ novel coronavirus outbreak.,0
"Zuckerberg, Gates Give Millions to COVID-19 Fight",1
Global case numbers are reported by the World Health Organization (WHO),1
Man did pass along coronavirus infection at a WalMart in Louisiana.,0
Cocaine kills the coronavirus.,0
Domestic Animals Link Virus Spread Among Humans and Wildlife,1
A NYC Man With Suspected Coronavirus Drops Dead in the Middle of the Street.,0
Novel Coronavirus (COVID-19) Imaging Features Overlap With SARS and MERS,1
ÒFlorida hospital reports a coronavirus ÔinfestationÕ with multiple confirmed patients.Ó,0
Coronavirus found in toilet paper.,0
"""COVID 19: Occupational Health""",1
Smokers Hospitalized Less Often for COVID-19,1
ÒThe Obama administration made a decision on testing that turned out to be very detrimental to what weÕre doingÓ on the coronavirus.,0
Coronavirus Social: Facebook Physician Memorial,1
"COVID-19: Social distancing, drug trials offer hope",1
Italian Authorities Cite Heartening Statistics,1
"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015.",0
66 Coronavirus Cases in Maryland Nursing Home,1
General Business Frequently Asked Questions,1
Trending Clinical Topic: Ventilators,1
"ÒWith regard to the cost, let me be very clear",0
LA Offers All Residents Free COVID-19 Tests,1
Sleep Troubles Hit Health Care Workers,1
Interim Guidance for Implementing Home Care of People Not Requiring Hospitalization for Coronavirus Disease 2019 (COVID-19),1
"""WHO updates COVID-19 dashboard with better data visualization""",1
"Traffic Down, Dangerous Crashes Up During Pandemic",1
"In the United States, there are Ò360,000 (deaths) a year from swimming pools. But we donÕt shut the country down for that.Ó",0
Cytokine Storms May Be Fueling Some COVID Deaths,1
Trump: No Mask? Try Scarf for COVID-19 Protection,1
How a Pet Can Help You While You Shelter in Place,1
Guidance for Administrators in Parks and Recreational Facilities,1
Scientists from Australia create the first vaccine for novel coronavirus,0
The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,0
Communication Toolkit for Airlines to inform Travelers and Crew,1
Travel: Frequently Asked Questions and Answers,1
"A photo taken by a journalist showing a beach in Jacksonville, Florida, isnÕt from after the government reopened the beach as news reports have claimed.",0
New Coronavirus May be Cause of Outbreak in China,1
COVID-19: 5 reasons to be cautiously hopeful,1
Top 10 Tips for Diabetes Telehealth Prophetic in Face of COVID-19,1
Experts condemn 'rumors and misinformation' about coronavirus,1
Medical Helpline Calls Soar as COVID-19 Spreads,1
"New Vaccine Protects from Widespread, Costly Infection, Mice Study Shows",1
Video from China shows people fleeing from coronavirus quarantine.,0
Week-Old COVID-19 Urology Guidelines Already Outdated,1
"Coronavirus tests: Methods, availability, and accuracy",1
Romania developed a coronavirus vaccine able to cure white people only.,0
New 'Universal' Target for Antiviral Treatment,1
"COVID-19 Vaccine Candidate Shows Promise, Research Shows",1
"""Seattle-King, Pierce and Snohomish , Washington Community Mitigation""",1
Pope Francis and two aides tested positive for coronavirus.,0
Cleveland Clinic Innovations are Improving the Fight Against COVID-19,1
President Donald Trump referred to the coronavirus as a ÒhoaxÓ or Òpolitical conspiracy.Ó,0
National Guard Mobilized to Help Hard-Hit States,1
How Antibody Testing Can Help Us Fight COVID-19,1
"""Public statement for collaboration on COVID-19 vaccine development""",1
Wisconsin is Òclearly seeing a decline in COVID infectionsÓ.,0
"""Are stay-at-home orders 'laws,' as Jay Inslee said?""",1
BelgiumÕs health minister banned sex inside or with 3 or more people.,0
"See Acute Hepatitis? Consider COVID-19, NY Case Suggests",1
COVID-19 Considerations for Cleaner Air Shelters and Cleaner Air Spaces to Protect the Public from Wildfire Smoke,1
"COVID-19 Daily: Clinician Infections, Practice Rules Loosened",1
Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,0
"""Preparing for COVID-19: Long-term Care Facilities, Nursing Homes""",1
Can you get coronavirus twice? What to know,1
Confirmation of COVID-19 in Two Pet Cats in New York,1
Here’s How COVID-19 Compares to Past Outbreaks,1
ÒFish tank additive may treat coronavirus.Ó,0
MMWR: Public Health Response to the Coronavirus Disease 2019 Outbreak— United States,1
Expert Alert: 5 tips for keeping the momentum going when working out at home,1
Healthcare Professional Preparedness Checklist For Transport and Arrival of Patients With Confirmed or Possible COVID-19,1
"""WHO calls for urgent, aggressive actions to combat COVID-19, as cases soar in South-East Asia Region""",1
COVID-19: Infectious disease expert warns it is 'really serious',1
Interim Guidance for Public Health Personnel Evaluating Persons Under Investigation (PUIs) and Asymptomatic Close Contacts of Confirmed Cases at Their Home or Non-Home Residential Settings,1
A former and controversial CIA officer said coronavirus was made in a lab.,0
Washington Monitors Coronavirus Patient’s Contacts,1
ÒSo let me get this straight about this virus. ItÕs ÒnewÓ yet it was lab created and patented in 2015 (in development since 03Õ).,0
Measuring Social Distancing to Slow COVID-19,1
ÒHereÕs the problem Ñ we are testing people for any strain of a coronavirus Ñ not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.Ó,0
COMMENTARY: COVID-19 Diary Day 7: When Risks Become Very Real,1
Interim Guidance for Ships on Managing Suspected Coronavirus Disease 2019,1
Coronavirus and pregnancy: What to know,1
"""U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers September 29, 2019 - April 4, 2020 Data as of April 9, 2020""",1
Coronavirus SARS-CoV2: BESSY II Data Accelerate Drug Development,1
"Sorry, You Might Get the Flu Twice This Year — Here’s Why",1
What Is Going On with the Coronavirus Tests?,1
Steam from boiling oranges kills COVID-19.,0
Huge Global Effort for Clinical Trials in COVID-19,1
Healthcare Supply of Personal Protective Equipment,1
Experts Sort Fact From Fiction on COVID-19 Myths,1
"""WHO and partners call for urgent investment in nurses""",1
Strategies for Optimizing the Supply of N95 Respirators: Crisis/Alternate Strategies,1
Donating plasma or blood is free testing for the coronavirus.,0
Don’t Let These 5 Myths About COVID-19 Interfere with Your Safety,1
How the Novel Coronavirus Spreads in Public Places and How to Protect Yourself,1
Bucket Truck Lets Man Visit Wife in Nursing Home,1
Novel coronavirus has a 99.7% survival rate.,0
First U.S. Coronavirus Death Earlier Than Believed,1
COMMENTARY: How 'Surge Staffing' Can Bring in the Cavalry to Fight COVID-19,1
"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÕs alleged response to the outbreak flourished on social media.",0
Journalist claims a coronavirus patient was murdered.,0
A Democratic attack ad said Trump shipped 17 tons of medical supplies to China.,0
Many Child Care Centers Don't Require Flu Shots,1
"""A Joint Statement on Tourism and COVID-19 - UNWTO and WHO Call for Responsibility and Coordination""",1
"In Some Cases, COVID-19 May Harm the Brain",1
"The US $1,200 coronavirus relief checks this year are Òjust an advance on your next tax return. É Next year, youÕre automatically going to owe $1,200 come tax season.Ó",0
Cleveland Clinic Establishes Center for Global and Emerging Pathogens Research,1
European Heart Rhythm Association Cancels March Congress,1
"COVID-19 Daily: Reusing Masks, Imaging Guidance",1
"""GLOBAL: More than 500,000 responders have signed up on WHO’s online COVID-19 courses""",1
A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.,0
Spread of Coronavirus Cancels Travel and Events,1
Interim Guidance for Responding to Coronavirus Disease 2019 (COVID-19) among People Experiencing Unsheltered Homelessness,1
Posts on social media claim that a ÒSpanish biological researcherÓ called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.,0
Wearing surgical masks in public could help slow COVID-19 pandemic's advance,1
ÒThereÕs magically already a vaccine available.Ó,0
COVID-19 frontline healthcare workers at risk of mental health problems,1
U.S. Vice President Pence urged people with coronavirus to go to the police.,0
"Cleveland Clinic Sends Caregivers To New York, Michigan To Assist In COVID-19 Efforts",1
COVID-19 came to the United States in 2019.,0
Dangerous Claims That Bleach Can Treat COVID-19,1
Could dogs help detect COVID-19?,1
Drinking a bleach solution will prevent you from getting the coronavirus.,0
COVID-19 Could Become a Seasonal Illness: What We’ll Need to Do,1
Antiviral remdesivir prevents disease progression in monkeys with COVID-19,1
COVID-19 in Racial and Ethnic Minority Groups,1
COVID-19 Contact Tracing Training Guidance and Resources,1
"""World Health Worker Week - April  5 - 11, 2020""",1
Javits Center Field Hospital to Shut Down,1
"If you ask AmazonÕs Alexa about the origin of the coronavirus pandemic, it says Òthe government plannedÓ it.",0
"COVID-19 Daily: Doc Suspended, No More Advance Medicare Pay",1
Laboratory Capacity,1
Expert U.S. panel develops NIH treatment guidelines for COVID-19,1
Remdesivir: 'Very potent inhibitor' of SARS-CoV-2?,1
"""Trump campaign ad is mostly right on provisions in Pelosi’s coronavirus bill""",1
COVID-19 Changes Funerals and How Families Grieve,1
Coronavirus is found in crab legs.,0
What Coronavirus Precautions Do You Really Need?,1
Bats and Coronaviruses Go Back Centuries,1
COVID-19 is now a pandemic: What next?,1
How to disinfect shoes: Tips for COVID-19 prevention,1
State Lines Erased for Doctors During COVID-19,1
Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,0
Interim Guidance for CPR in Patients With COVID-19,1
COVID-19 Making Heart Attack Patients Stay Home,1
How South Korea Successfully Battled COVID-19 While the U.S. Didn’t,1
Clinicians Warn of the Dangers of Equating COVID-19 With High Altitude Pulmonary Edema,1
Worldwide Number of COVID-19 Cases Over 1 Million,1
"Coronavirus Daily Digest: March 25, 2020",1
New data shows that 21 million Chinese died from the coronavirus.,0
Strategic priority infection prevention and control (IPC) activities for containment and prevention of COVID-19 cases at healthcare facilities in non-US settings,1
Medical Glove Makers Working With Half Their Staff,1
"""Checking tweet about Chinese people detained with flu-like symptoms""",1
Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel.,0
"COVID-19 Daily: Encephalitis Case Report, Silent Spreaders",1
"""Did FDA regulations slow testing for the coronavirus?""",1
"""‘One World: Together At Home’ Global Special""",1
Coronavirus effects on the body: Risks and complications,1
Here’s Exactly Where We Are With Vaccines and Treatments for COVID-19,1
Posts on social media claim that no Democrats voted for the Òthe stimulus package to help American familiesÓ during the novel coronavirus crisis.,0
"Keep Your Distance: Even as COVID-19 Cases Increase, Isolation Key to Long-Term Control",1
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",0
Evidence shows the WHO director-general overstated COVID-19 fatality rate,0
"Flu Shot No Match for 'B' Strain, Season Rages On",1
U.S. Lockdowns Trigger Surge in Domestic Violence,1
Coronavirus Similar to One Found in Pangolins,1
Patients on Steroids With COVID-19 Might Need Rescue Steroids,1
COVID-19 Crisis Exposes Resident Abuse,1
Face shields a more effective deterrent to COVID?,1
If You Have Pets,1
China Òstole coronavirus from Canada and weaponized it into a Bioweapon.Ó,0
COVID-19 'Infodemic': Researchers Step Up to Stop the Spread,1
"Coronavirus Daily Digest: March 31, 2020",1
Donating blood in the U.S. can get you a novel coronavirus test.,0
"ÒWhen using a medical mask, youÕre supposed to wear the white side out when youÕre not sick.Ó",0
What factors did people who died with COVID-19 have in common?,1
CNN’s Chris Cuomo Diagnosed With COVID-19,1
A Decade of Telemedicine Policy Has Advanced in Just 2 Weeks,1
How Fibrosis Progresses in the Human Lung,1
Discontinuation of Home Isolation for Persons with COVID-19 (Interim Guidance),1
Cleaning and Disinfection for Non-emergency Transport Vehicles,1
Interim guidance for homeless service providers to plan and respond to coronavirus disease 2019 (COVID-19),1
From Pain Meds to Condoms: Other Medical Supply Shortages Under COVID-19,1
Here’s Where Flu Activity Is the Highest Right Now,1
COVID-19: Symptoms and when to see a doctor,1
COVID-19 Infection Prevention and Control in Healthcare Settings: Questions and Answers,1
Coronavirus (COVID-19) Media Information,1
Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,0
Herbal Remedies and COVID-19: What to Know,1
Social Distancing for Tribal Communities with Local COVID-19 Transmission,1
Couple Donates Flowers as Pandemic Halts Wedding,1
Cleveland Clinic Launches Campaign for Northeast Ohio Community to Help in COVID-19 Response,1
"COVID-19 Daily: No Treatment Guidance Yet, Staff 'Create Problems'",1
Retirement Communities and Independent Living,1
How to increase lung capacity: Simple exercises,1
Fauci: COVID Testing Should Double In Coming Weeks,1
High Anxiety in America Over COVID-19,1
Medicines that fights COVID-19: What to know,1
COVID-19 Racing Through Nursing Homes: What Families Can Do,1
Mayo Clinic president and CEO participates in the Coronavirus Task Force meeting,1
Incomplete State COVID-19 Reports Blur The Picture,1
Getting Non-Coronavirus Care a Complicated Effort,1
Interest in Unproven Drugs Follows Trump Thumbs Up,1
Health Workers Get Creative With Protective Gear,1
Breathing air from a hair dryer or a sauna can prevent or cure COVID-19,0
Man Dies After Taking Chloroquine for Coronavirus,1
A bovine vaccine can be used to inoculate people against coronavirus.,0
COMMENTARY: Colorectal Cancer: Proposed Treatment Guidelines for the COVID-19 Era,1
He Survived COVID-19. Can His Blood Help Others?,1
U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyoneÕs calls and see everyoneÕs private messages.,0
"Coronavirus Daily Digest: April 7, 2020",1
"Helping African Americans with More Testing, PPE",1
Whether CDC had scheduled announcement that all should wear masks for everyday life.,0
"""ICC-WHO Joint Statement: An unprecedented private sector call to action to tackle COVID-19""",1
"""“China shows COVID-19 responses must be tailored to the local context”""",1
Diabetes Doc Who Turned His Unit to COVID-19 Sees End in Sight,1
"Flu Taking a Toll, Pediatric Deaths Hit 17-Year High",1
"Coronavirus cases reported in Rome, Georgia.",0
Walmart has adopted staggered shopping days based on age in response to the pandemic.,0
"""Are 80 percent of coronavirus cases ""mild?""""",1
NYC Hospitals Struggle with Coronavirus Surge,1
No Hydroxychloroquine Benefit in Randomized COVID-19 Trial,1
Transportation and Delivery,1
Ketogenic Diet Helps Tame Flu Virus,1
COMMENTARY: Healthcare Workers Should Wear Reusable Elastomeric Masks,1
Biden campaign claims a top CDC official was Òsilenced.Ó,0
CDC Launches New Weekly COVID-19 Surveillance Report,1
Trump: Social Distancing Efforts Won’t Last Months,1
Early GI Symptoms in COVID-19 May Indicate Fecal Transmission,1
President Trump claims the virus is under control and testing is available.,0
Guidance for the Identification of Healthcare Workers and Inpatients with Suspected COVID-19 in non-US Healthcare Settings,1
"Atomic Structures Mapped in Measles, Mumps, Flu and RSV",1
WHO launch trial testing 4 potential treatments for COVID-19,1
Don’t Put Off Talking to Your Roommate About Social Distancing,1
Coronavirus patients are being Òcremated aliveÓ in China.,0
Bloggers say Nancy Pelosi delayed coronavirus funding so ÒDems could campaign on it.Ó,0
What Is the Cost of Getting Tested and Treated for the Coronavirus?,1
Multiple sclerosis (MS) and COVID-19: What to know,1
Curfew issued for Bossier city due to coronavirus.,0
U.S. Nurses Facing Severe Stress Over Coronavirus,1
Call to Defund WHO Debated,1
"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they Òwill enter your home and physically attempt robbery.Ó",0
"""Children’s story book released to help children and young people cope with COVID-19""",1
NIH clinical trial of remdesivir to treat COVID-19 begins,1
Trump said Òpeople are dying who have never died beforeÓ.,0
"Nursing Homes Prepared for Pandemics, but COVID-19 Reveals Gaps",1
Why Your First Battle With Flu Matters Most,1
"""Support for Lao PDR’s response to COVID-19""",1
"""WHO Timeline - COVID-19""",1
Management of Visitors to Healthcare Facilities in the Context of COVID-19: Non-US Healthcare Settings,1
Alkaline diet protects against the coronavirus.,0
Stars Perform Benefit Coronavirus Concert at Home,1
Why You Won’t Get the Flu and a Cold at the Same Time,1
First Case of COVID-19 Presenting as Guillain-Barre´ Reported,1
How Flu and HIV Meds May Help Fight the New Coronavirus,1
Stores Offer Special Hours for Seniors,1
"""WHO Health Alert brings COVID-19 facts to billions via WhatsApp""",1
"""Recommendation Regarding the Use of Cloth Face Coverings, Especially in Areas of Significant Community-Based Transmission""",1
Trump Signs Relief Package Into Law,1
Travelers Prohibited from Entry to the United States,1
USDA Meat Inspector Dies of Coronavirus,1
"ÒNow, theyÕre doing tests on airlines Ñ very strong tests Ñ for getting on, getting off. TheyÕre doing tests on trains Ñ getting on, getting off.Ó",0
CT use in COVID-19 diagnosis,1
Scientists Track Genetic Changes of Coronavirus,1
CROI Goes Digital After COVID-19 Cases Rise in Boston,1
What Does a Stay-at-Home Order Mean? 11 Questions Answered,1
"Is It Flu, Or Flu-Like? It's Miserable Either Way",1
"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.",0
Silence Over Safety? Muzzling Clinicians a Public Health Issue,1
"Coronaviruses: Symptoms, treatments, and variants",1
A video viewed more than 2.4 million times on Facebook urges people to inhale steam to ÒkillÓ the novel coronavirus.,0
"Coronavirus Daily Digest: April 1, 2020",1
Preventing Spread of SARS Coronavirus-2 in Humans,1
"""COVID-19 Staffing Guidance for State, Tribal, Local, and Territorial Health Departments""",1
"A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to Òprotect against coronavirus.Ó",0
Hospitals Study Heartburn Drug for COVID Treatment,1
"Hospital Hacks for COVID-19 Shortages Come With Promise, Warnings",1
University Hospitals and Cleveland Clinic Add Second Location for Drive-Through COVID-19 Testing at UH Landerbrook Health Center,1
Standard Operating Procedure (SOP) for Triage of Suspected COIVD-19 Patients in non-US Healthcare Settings,1
7 Tips to Keep Your Skin Healthy While Washing Your Hands Often,1
Children and Coronavirus Disease 2019 (COVID-19): Tips to keep children healthy while school’s out,1
Obama family flown to private island to escape coronavirus pandemic.,0
US Homeland Security mobilizing National Guard to combat coronavirus.,0
NYC Hospitals Require In-Person Presence for Telehealth Work,1
Says video shows Òthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.Ó,0
You Probably Touch Your Face 16 Times an Hour: Here’s How to Stop,1
"The Science of Handwashing: Rub, Don't Scrub Hands Raw",1
"Valley County, Montana, mandated pink arm bands for residents who had submitted to quarantine protocol.",0
"ÒIÕve always known this is a real, this is a pandemic. IÕve felt it was a pandemic long before it was called a pandemic.Ó",0
"COVID-19 Daily: Hydroxychloroquine 'Concerns,' Financial Aid Request",1
A post say Òhair weave and lace fronts manufactured in China may contain the coronavirus.Ó,0
Disruptive School Closings Raise Questions of Equity,1
U.S. Government to Increase PPE Shipments to Nursing Homes,1
Decontamination and Reuse of Filtering Facepiece Respirators using Contingency and Crisis Capacity Strategies,1
Latest research by Chinese scientists said coronavirus will render most male patients infertile.,0
"""Benin goes on digital offensive against COVID-19""",1
Trump Reveals Blueprint to Increase COVID Testing,1
"10,000 people have died in Wuhan, China.",0
COVID-19 Is Making Psychiatric Treatment Tougher,1
"Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak.",0
Coronavirus and Travel in the United States,1
Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19),1
COVID-19 Appears Less Severe in Children,1
"""World TB Day 2020: It’s Time for solidarity""",1
Photos show animals returning to clear Venice canals.,0
A tabletop exercise using a model of the current outbreak ÒpredictedÓ 65 million people could die from the coronavirus.,0
Scientists Identify Potential Targets for Immune Responses to Novel Coronavirus,1
Bat survey identifies six new coronaviruses,1
Husband Holds Sweet Sign to Support Wife in Chemo,1
COVID-19 By the Numbers,1
What Does It Mean to Declare a Pandemic?,1
Strategies for Optimizing the Supply of PPE,1
COVID-19 stimulus checks are an advance on 2020 tax refunds.,0
"CDC: COVID-19 Can Spread 13 Feet, Travel on Shoes",1
"COVID-19 and diabetes: Risks, types, and prevention",1
"""Advice on the use of point-of-care immunodiagnostic tests for COVID-19""",1
The coronavirus is Òa military bio-weapon developed by ChinaÕs Army.Ó,0
"""WHO urges countries to ensure the continuity of malaria services in the context of the COVID-19 pandemic""",1
"Grief, Chaos, and COVID: How Medical Trainees Can Cope",1
"Says that Òover a 45-minute period that we had the press conferenceÓ on the coronavirus on March 13, 2020, the stock market set Òan all-time record.Ó",0
Air pollution may affect the lethality of COVID-19,1
Medicare Expands Telemedicine During Pandemic,1
Respirator Masks - In Short Supply,1
"""COVID-19 in a Long-Term Care Facility — King County, Washington, February 27–March 9, 2020""",1
Sidewalk Chalk Used to Spread Joy Amid Pandemic,1
Experts Warning: Don’t Use Off-Label Medications for COVID-19 Treatment,1
What to know about Klebsiella pneumoniae,1
New study pinpoints loss of smell and taste as COVID-19 symptoms,1
Why social distancing is key in containing the new coronavirus,1
FedEx Worker Sanitizes Box for Girl at Higher Risk,1
Coding for Coronavirus: NEW Guidance Replaces Rule of 1 Month Ago,1
Pentagon confirms coronavirus accidentally got into chemtrail supply train.,0
What You Can Do,1
Biden claims that Trump eliminated the White House pandemic office.,0
Fill out a 2020 U.S. Census form to receive an economic stimulus payment.,0
All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.,0
A dog vaccine can be used against coronavirus in people.,0
Vaccine Reduces Likelihood of Severe Pneumonia,1
Why Face Masks Are Crucial Now in the Battle Against COVID-19,1
Man Serenades Seniors During Coronavirus Lockdown,1
N95 Face Masks Could Be Sterilized and Re-Used,1
Chest CT Findings in Coronavirus Disease (COVID-19) Pneumonia,1
Frequently Asked Questions on COVID-19 Testing at Laboratories,1
"ÓIf you line up all the countries that have done (Covid-19) testing on a per-capita basis, weÕre [the US] at the bottom of the list.Ó",0
President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to covid-19,0
COMMENTARY: Reflections From the Bench During the COVID-19 Crisis,1
ÒJoe Exotic tests positive for coronavirus in prison. ItÕs been confirmed.Ó,0
Commentary: Cardiology in the Time of COVID-19,1
Health Education Campus Will Temporarily Convert As a Medical Surge Hospital Location,1
"ÒIn Chicago, COVID-19 actually lowered the death rate.Ó",0
"Coronavirus Daily Digest: April 9, 2020",1
What causes a sore throat and swollen glands?,1
U.S. May Not Have Enough Ventilators for COVID-19,1
Studies show the coronavirus was engineered to be a bioweapon.,0
32 States Have Issued Stay-at-Home Orders,1
How to disinfect clothes: Tips for coronavirus (COVID-19,1
Virtual Reality Could Help Flu Vaccination Rates,1
"ÒThe coronavirus has made it to Mississippi and the lady that caught it wasnÕt around anybody with it, which means it is airborne. If the wind blows it in your direction, youÕll have it also.Ó",0
"COVID-19: ACC Cautions on Troponin, Natriuretic Peptide Tests",1
Frequently Asked Questions: Funeral and Burial Services for American Indians and Alaska Natives,1
Running Essential Errands,1
Could an antiparasitic drug kill off SARS-CoV-2 within 2 days?,1
COVID-19 Vaccine Development,1
"Managing Newborns of Mothers With COVID-19: Clinical Practice Guidelines (AAP, 2020)",1
"Corporations, Small Businesses, Community Groups Support Cleveland Clinic During COVID-19 Pandemic",1
President Donald TrumpÕs statement that lupus patients are not vulnerable to COVID-19 is not true.,0
Asking This One Question May Help Slow Down Coronavirus Outbreak,1
New coronavirus may be most infectious during 1st week,1
"""Yes, US shipped donated personal protective equipment to China in February""",1
Obesity New Risk Factor for Young COVID Patients,1
"COVID-19: Hand sanitizers inactivate novel coronavirus, study",1
100 American Flight Attendants Have COVID-19,1
Are blood clots to blame for COVID-19 deaths?,1
Doctors Look to Existing Drugs in Coronavirus Fight,1
Prepare your Small Business and Employees for the Effects of COVID-19,1
"COVID-19 Daily: Vent Debate Continues, Screening for Taste/Smell",1
NY banned cigarette sales because of the coronavirus.,0
COMMENTARY: AMSA President: COVID-19 Shouldn't Sideline Med Students,1
CDC Statement for Healthcare Personnel on Hand Hygiene during the Response to the International Emergence of COVID-19,1
ÒHuge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.Ó,0
"""National Ethics Committees and COVID-19""",1
"Potential Therapeutic Agents, Vaccines for COVID-19",1
Is the flu contagious?,1
Medical Meetings May Be Forever Changed,1
ÒNYC man drops dead in middle of street Ñ suspected coronavirus!Ó,0
"""WHO launches online training for COVID-19 responders and 10-point strategy""",1
Print Resources,1
Radiology Must Adapt to New Pandemic,1
27 coronavirus myths busted,1
CDC warns people that morel mushroom increases coronavirus risk by 200%.,0
Trials and Tribulations: Neurology Research During COVID-19,1
"ÒIf you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.Ó",0
COVID Keeping People With Lung Diseases Out of ER,1
Hospitals compensated 15% more for COVID-19 patients under the stimulus package and New York City hospitals are inflating their coronavirus numbers.,0
Commercial Labs,1
Resources for Large Community Events & Mass Gatherings,1
Previous U.S. COVID-19 Case Data,1
A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,0
"Screen Time Doesn’t Hurt Kids’ Social Skills, Study Finds",1
Paper towels better at removing viruses than jet dryers,1
Interim Guidance for Public Health Professionals Managing People With COVID-19 in Home Care and Isolation Who Have Pets or Other Animals,1
An audio message lists five ways people can prevent the novel coronavirus.,0
How COVID-19 Is Making Daily Life Challenging for Those with Autism,1
"Hydroxychloroquine: Side effects, dosage, COVID-19 (under",1
'Crisis-Driven' Guidance on Structural Heart Disease in COVID-19,1
Coronavirus will be exterminated if lockdowns are lifted.,0
Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.,0
Hopes for Pandemic Respite This Spring May Depend Upon What Happens Indoors,1
"""Seventh advanced course on health financing for universal coverage for low- and middle-income countries""",1
"CEOs got advance notice of COVID, then resigned to dump stock.",0
