text,label,clean_text
Biden campaign claims a top CDC official was Òsilenced.Ó,0,biden campaign claims top cdc official silenced
CDC Launches New Weekly COVID-19 Surveillance Report,1,cdc launches new weekly covid surveillance report
Trump: Social Distancing Efforts Won’t Last Months,1,trump social distancing efforts wont last months
Early GI Symptoms in COVID-19 May Indicate Fecal Transmission,1,early gi symptoms covid may indicate fecal transmission
President Trump claims the virus is under control and testing is available.,0,president trump claims virus control testing available
Guidance for the Identification of Healthcare Workers and Inpatients with Suspected COVID-19 in non-US Healthcare Settings,1,guidance identification healthcare workers inpatients suspected covid nonus healthcare settings
"Atomic Structures Mapped in Measles, Mumps, Flu and RSV",1,atomic structures mapped measles mumps flu rsv
WHO launch trial testing 4 potential treatments for COVID-19,1,launch trial testing potential treatments covid
Don’t Put Off Talking to Your Roommate About Social Distancing,1,dont put talking roommate social distancing
Coronavirus patients are being Òcremated aliveÓ in China.,0,coronavirus patients cremated alive china
Bloggers say Nancy Pelosi delayed coronavirus funding so ÒDems could campaign on it.Ó,0,bloggers say nancy pelosi delayed coronavirus funding dems could campaign
What Is the Cost of Getting Tested and Treated for the Coronavirus?,1,cost getting tested treated coronavirus
Multiple sclerosis (MS) and COVID-19: What to know,1,multiple sclerosis ms covid know
Curfew issued for Bossier city due to coronavirus.,0,curfew issued bossier city due coronavirus
U.S. Nurses Facing Severe Stress Over Coronavirus,1,us nurses facing severe stress coronavirus
Call to Defund WHO Debated,1,call defund debated
"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they Òwill enter your home and physically attempt robbery.Ó",0,says imposters hazmat suits going door door stockton california saying checking residents fever covid enter home physically attempt robbery
"""Children’s story book released to help children and young people cope with COVID-19""",1,childrens story book released help children young people cope covid
NIH clinical trial of remdesivir to treat COVID-19 begins,1,nih clinical trial remdesivir treat covid begins
Trump said Òpeople are dying who have never died beforeÓ.,0,trump said people dying never died
"Nursing Homes Prepared for Pandemics, but COVID-19 Reveals Gaps",1,nursing homes prepared pandemics covid reveals gaps
Why Your First Battle With Flu Matters Most,1,first battle flu matters
"""Support for Lao PDR’s response to COVID-19""",1,support lao pdrs response covid
"""WHO Timeline - COVID-19""",1,timeline covid
Management of Visitors to Healthcare Facilities in the Context of COVID-19: Non-US Healthcare Settings,1,management visitors healthcare facilities context covid nonus healthcare settings
Alkaline diet protects against the coronavirus.,0,alkaline diet protects coronavirus
Stars Perform Benefit Coronavirus Concert at Home,1,stars perform benefit coronavirus concert home
Why You Won’t Get the Flu and a Cold at the Same Time,1,wont get flu cold time
First Case of COVID-19 Presenting as Guillain-Barre´ Reported,1,first case covid presenting guillainbarre reported
How Flu and HIV Meds May Help Fight the New Coronavirus,1,flu hiv meds may help fight new coronavirus
Stores Offer Special Hours for Seniors,1,stores offer special hours seniors
"""WHO Health Alert brings COVID-19 facts to billions via WhatsApp""",1,health alert brings covid facts billions via whatsapp
"""Recommendation Regarding the Use of Cloth Face Coverings, Especially in Areas of Significant Community-Based Transmission""",1,recommendation regarding use cloth face coverings especially areas significant communitybased transmission
Trump Signs Relief Package Into Law,1,trump signs relief package law
Travelers Prohibited from Entry to the United States,1,travelers prohibited entry united states
USDA Meat Inspector Dies of Coronavirus,1,usda meat inspector dies coronavirus
"ÒNow, theyÕre doing tests on airlines Ñ very strong tests Ñ for getting on, getting off. TheyÕre doing tests on trains Ñ getting on, getting off.Ó",0,theyre tests airlines strong tests getting getting theyre tests trains getting getting
CT use in COVID-19 diagnosis,1,ct use covid diagnosis
Scientists Track Genetic Changes of Coronavirus,1,scientists track genetic changes coronavirus
CROI Goes Digital After COVID-19 Cases Rise in Boston,1,croi goes digital covid cases rise boston
What Does a Stay-at-Home Order Mean? 11 Questions Answered,1,stayathome order mean questions answered
"Is It Flu, Or Flu-Like? It's Miserable Either Way",1,flu flulike miserable either way
"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.",0,scripps urgent care san diego lockdown two people new coronavirus isolated
Silence Over Safety? Muzzling Clinicians a Public Health Issue,1,silence safety muzzling clinicians public health issue
"Coronaviruses: Symptoms, treatments, and variants",1,coronaviruses symptoms treatments variants
A video viewed more than 2.4 million times on Facebook urges people to inhale steam to ÒkillÓ the novel coronavirus.,0,video viewed million times facebook urges people inhale steam kill novel coronavirus
"Coronavirus Daily Digest: April 1, 2020",1,coronavirus daily digest april
Preventing Spread of SARS Coronavirus-2 in Humans,1,preventing spread sars coronavirus humans
"""COVID-19 Staffing Guidance for State, Tribal, Local, and Territorial Health Departments""",1,covid staffing guidance state tribal local territorial health departments
"A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to Òprotect against coronavirus.Ó",0,post shared times facebook includes video woman turning baby wipe face mask protect coronavirus
Hospitals Study Heartburn Drug for COVID Treatment,1,hospitals study heartburn drug covid treatment
"Hospital Hacks for COVID-19 Shortages Come With Promise, Warnings",1,hospital hacks covid shortages come promise warnings
University Hospitals and Cleveland Clinic Add Second Location for Drive-Through COVID-19 Testing at UH Landerbrook Health Center,1,university hospitals cleveland clinic add second location drivethrough covid testing uh landerbrook health center
Standard Operating Procedure (SOP) for Triage of Suspected COIVD-19 Patients in non-US Healthcare Settings,1,standard operating procedure sop triage suspected coivd patients nonus healthcare settings
7 Tips to Keep Your Skin Healthy While Washing Your Hands Often,1,tips keep skin healthy washing hands often
Children and Coronavirus Disease 2019 (COVID-19): Tips to keep children healthy while school’s out,1,children coronavirus disease covid tips keep children healthy schools
Obama family flown to private island to escape coronavirus pandemic.,0,obama family flown private island escape coronavirus pandemic
US Homeland Security mobilizing National Guard to combat coronavirus.,0,us homeland security mobilizing national guard combat coronavirus
NYC Hospitals Require In-Person Presence for Telehealth Work,1,nyc hospitals require inperson presence telehealth work
Says video shows Òthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.Ó,0,says video shows chinese destroying g poles aware thing triggering corona symptoms
You Probably Touch Your Face 16 Times an Hour: Here’s How to Stop,1,probably touch face times hour heres stop
"The Science of Handwashing: Rub, Don't Scrub Hands Raw",1,science handwashing rub dont scrub hands raw
"Valley County, Montana, mandated pink arm bands for residents who had submitted to quarantine protocol.",0,valley county montana mandated pink arm bands residents submitted quarantine protocol
"ÒIÕve always known this is a real, this is a pandemic. IÕve felt it was a pandemic long before it was called a pandemic.Ó",0,ive always known real pandemic ive felt pandemic long called pandemic
"COVID-19 Daily: Hydroxychloroquine 'Concerns,' Financial Aid Request",1,covid daily hydroxychloroquine concerns financial aid request
A post say Òhair weave and lace fronts manufactured in China may contain the coronavirus.Ó,0,post say hair weave lace fronts manufactured china may contain coronavirus
Disruptive School Closings Raise Questions of Equity,1,disruptive school closings raise questions equity
U.S. Government to Increase PPE Shipments to Nursing Homes,1,us government increase ppe shipments nursing homes
Decontamination and Reuse of Filtering Facepiece Respirators using Contingency and Crisis Capacity Strategies,1,decontamination reuse filtering facepiece respirators using contingency crisis capacity strategies
Latest research by Chinese scientists said coronavirus will render most male patients infertile.,0,latest research chinese scientists said coronavirus render male patients infertile
"""Benin goes on digital offensive against COVID-19""",1,benin goes digital offensive covid
Trump Reveals Blueprint to Increase COVID Testing,1,trump reveals blueprint increase covid testing
"10,000 people have died in Wuhan, China.",0,people died wuhan china
COVID-19 Is Making Psychiatric Treatment Tougher,1,covid making psychiatric treatment tougher
"Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak.",0,evidence indicates covid escaped chinese lab researching causing outbreak
Coronavirus and Travel in the United States,1,coronavirus travel united states
Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19),1,interim laboratory biosafety guidelines handling processing specimens associated coronavirus disease covid
COVID-19 Appears Less Severe in Children,1,covid appears less severe children
"""World TB Day 2020: It’s Time for solidarity""",1,world tb day time solidarity
Photos show animals returning to clear Venice canals.,0,photos show animals returning clear venice canals
A tabletop exercise using a model of the current outbreak ÒpredictedÓ 65 million people could die from the coronavirus.,0,tabletop exercise using model current outbreak predicted million people could die coronavirus
Scientists Identify Potential Targets for Immune Responses to Novel Coronavirus,1,scientists identify potential targets immune responses novel coronavirus
Bat survey identifies six new coronaviruses,1,bat survey identifies six new coronaviruses
Husband Holds Sweet Sign to Support Wife in Chemo,1,husband holds sweet sign support wife chemo
COVID-19 By the Numbers,1,covid numbers
What Does It Mean to Declare a Pandemic?,1,mean declare pandemic
Strategies for Optimizing the Supply of PPE,1,strategies optimizing supply ppe
COVID-19 stimulus checks are an advance on 2020 tax refunds.,0,covid stimulus checks advance tax refunds
"CDC: COVID-19 Can Spread 13 Feet, Travel on Shoes",1,cdc covid spread feet travel shoes
"COVID-19 and diabetes: Risks, types, and prevention",1,covid diabetes risks types prevention
"""Advice on the use of point-of-care immunodiagnostic tests for COVID-19""",1,advice use pointofcare immunodiagnostic tests covid
The coronavirus is Òa military bio-weapon developed by ChinaÕs Army.Ó,0,coronavirus military bioweapon developed chinas army
"""WHO urges countries to ensure the continuity of malaria services in the context of the COVID-19 pandemic""",1,urges countries ensure continuity malaria services context covid pandemic
"Grief, Chaos, and COVID: How Medical Trainees Can Cope",1,grief chaos covid medical trainees cope
"Says that Òover a 45-minute period that we had the press conferenceÓ on the coronavirus on March 13, 2020, the stock market set Òan all-time record.Ó",0,says minute period press conference coronavirus march stock market set alltime record
Air pollution may affect the lethality of COVID-19,1,air pollution may affect lethality covid
Medicare Expands Telemedicine During Pandemic,1,medicare expands telemedicine pandemic
Respirator Masks - In Short Supply,1,respirator masks short supply
"""COVID-19 in a Long-Term Care Facility — King County, Washington, February 27–March 9, 2020""",1,covid longterm care facility king county washington february march
Sidewalk Chalk Used to Spread Joy Amid Pandemic,1,sidewalk chalk used spread joy amid pandemic
Experts Warning: Don’t Use Off-Label Medications for COVID-19 Treatment,1,experts warning dont use offlabel medications covid treatment
What to know about Klebsiella pneumoniae,1,know klebsiella pneumoniae
New study pinpoints loss of smell and taste as COVID-19 symptoms,1,new study pinpoints loss smell taste covid symptoms
Why social distancing is key in containing the new coronavirus,1,social distancing key containing new coronavirus
FedEx Worker Sanitizes Box for Girl at Higher Risk,1,fedex worker sanitizes box girl higher risk
Coding for Coronavirus: NEW Guidance Replaces Rule of 1 Month Ago,1,coding coronavirus new guidance replaces rule month ago
Pentagon confirms coronavirus accidentally got into chemtrail supply train.,0,pentagon confirms coronavirus accidentally got chemtrail supply train
What You Can Do,1,
Biden claims that Trump eliminated the White House pandemic office.,0,biden claims trump eliminated white house pandemic office
Fill out a 2020 U.S. Census form to receive an economic stimulus payment.,0,fill us census form receive economic stimulus payment
All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.,0,us citizens entitled per week stay home avoid spread coronavirus
A dog vaccine can be used against coronavirus in people.,0,dog vaccine used coronavirus people
Vaccine Reduces Likelihood of Severe Pneumonia,1,vaccine reduces likelihood severe pneumonia
Why Face Masks Are Crucial Now in the Battle Against COVID-19,1,face masks crucial battle covid
Man Serenades Seniors During Coronavirus Lockdown,1,man serenades seniors coronavirus lockdown
N95 Face Masks Could Be Sterilized and Re-Used,1,n face masks could sterilized reused
Chest CT Findings in Coronavirus Disease (COVID-19) Pneumonia,1,chest ct findings coronavirus disease covid pneumonia
Frequently Asked Questions on COVID-19 Testing at Laboratories,1,frequently asked questions covid testing laboratories
"ÓIf you line up all the countries that have done (Covid-19) testing on a per-capita basis, weÕre [the US] at the bottom of the list.Ó",0,line countries done covid testing percapita basis us bottom list
President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to covid-19,0,president trump repeatedly touted antimalarial medications hydroxychloroquine chloroquine muchneeded solution covid
COMMENTARY: Reflections From the Bench During the COVID-19 Crisis,1,commentary reflections bench covid crisis
ÒJoe Exotic tests positive for coronavirus in prison. ItÕs been confirmed.Ó,0,joe exotic tests positive coronavirus prison confirmed
Commentary: Cardiology in the Time of COVID-19,1,commentary cardiology time covid
Health Education Campus Will Temporarily Convert As a Medical Surge Hospital Location,1,health education campus temporarily convert medical surge hospital location
"ÒIn Chicago, COVID-19 actually lowered the death rate.Ó",0,chicago covid actually lowered death rate
"Coronavirus Daily Digest: April 9, 2020",1,coronavirus daily digest april
What causes a sore throat and swollen glands?,1,causes sore throat swollen glands
U.S. May Not Have Enough Ventilators for COVID-19,1,us may enough ventilators covid
Studies show the coronavirus was engineered to be a bioweapon.,0,studies show coronavirus engineered bioweapon
32 States Have Issued Stay-at-Home Orders,1,states issued stayathome orders
How to disinfect clothes: Tips for coronavirus (COVID-19,1,disinfect clothes tips coronavirus covid
Virtual Reality Could Help Flu Vaccination Rates,1,virtual reality could help flu vaccination rates
"ÒThe coronavirus has made it to Mississippi and the lady that caught it wasnÕt around anybody with it, which means it is airborne. If the wind blows it in your direction, youÕll have it also.Ó",0,coronavirus made mississippi lady caught wasnt around anybody means airborne wind blows direction youll also
"COVID-19: ACC Cautions on Troponin, Natriuretic Peptide Tests",1,covid acc cautions troponin natriuretic peptide tests
Frequently Asked Questions: Funeral and Burial Services for American Indians and Alaska Natives,1,frequently asked questions funeral burial services american indians alaska natives
Running Essential Errands,1,running essential errands
Could an antiparasitic drug kill off SARS-CoV-2 within 2 days?,1,could antiparasitic drug kill sarscov within days
COVID-19 Vaccine Development,1,covid vaccine development
"Managing Newborns of Mothers With COVID-19: Clinical Practice Guidelines (AAP, 2020)",1,managing newborns mothers covid clinical practice guidelines aap
"Corporations, Small Businesses, Community Groups Support Cleveland Clinic During COVID-19 Pandemic",1,corporations small businesses community groups support cleveland clinic covid pandemic
President Donald TrumpÕs statement that lupus patients are not vulnerable to COVID-19 is not true.,0,president donald trumps statement lupus patients vulnerable covid true
Asking This One Question May Help Slow Down Coronavirus Outbreak,1,asking one question may help slow coronavirus outbreak
New coronavirus may be most infectious during 1st week,1,new coronavirus may infectious st week
"""Yes, US shipped donated personal protective equipment to China in February""",1,yes us shipped donated personal protective equipment china february
Obesity New Risk Factor for Young COVID Patients,1,obesity new risk factor young covid patients
"COVID-19: Hand sanitizers inactivate novel coronavirus, study",1,covid hand sanitizers inactivate novel coronavirus study
100 American Flight Attendants Have COVID-19,1,american flight attendants covid
Are blood clots to blame for COVID-19 deaths?,1,blood clots blame covid deaths
Doctors Look to Existing Drugs in Coronavirus Fight,1,doctors look existing drugs coronavirus fight
Prepare your Small Business and Employees for the Effects of COVID-19,1,prepare small business employees effects covid
"COVID-19 Daily: Vent Debate Continues, Screening for Taste/Smell",1,covid daily vent debate continues screening tastesmell
NY banned cigarette sales because of the coronavirus.,0,ny banned cigarette sales coronavirus
COMMENTARY: AMSA President: COVID-19 Shouldn't Sideline Med Students,1,commentary amsa president covid shouldnt sideline med students
CDC Statement for Healthcare Personnel on Hand Hygiene during the Response to the International Emergence of COVID-19,1,cdc statement healthcare personnel hand hygiene response international emergence covid
ÒHuge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.Ó,0,huge results breaking chloroquine study show cure rate patients infected coronavirus
"""National Ethics Committees and COVID-19""",1,national ethics committees covid
"Potential Therapeutic Agents, Vaccines for COVID-19",1,potential therapeutic agents vaccines covid
Is the flu contagious?,1,flu contagious
Medical Meetings May Be Forever Changed,1,medical meetings may forever changed
ÒNYC man drops dead in middle of street Ñ suspected coronavirus!Ó,0,nyc man drops dead middle street suspected coronavirus
"""WHO launches online training for COVID-19 responders and 10-point strategy""",1,launches online training covid responders point strategy
Print Resources,1,print resources
Radiology Must Adapt to New Pandemic,1,radiology must adapt new pandemic
27 coronavirus myths busted,1,coronavirus myths busted
CDC warns people that morel mushroom increases coronavirus risk by 200%.,0,cdc warns people morel mushroom increases coronavirus risk
Trials and Tribulations: Neurology Research During COVID-19,1,trials tribulations neurology research covid
"ÒIf you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.Ó",0,las vegas get knock door nv power census cvd testers open door robbing people gunpoint
COVID Keeping People With Lung Diseases Out of ER,1,covid keeping people lung diseases er
Hospitals compensated 15% more for COVID-19 patients under the stimulus package and New York City hospitals are inflating their coronavirus numbers.,0,hospitals compensated covid patients stimulus package new york city hospitals inflating coronavirus numbers
Commercial Labs,1,commercial labs
Resources for Large Community Events & Mass Gatherings,1,resources large community events mass gatherings
Previous U.S. COVID-19 Case Data,1,previous us covid case data
A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,0,photo shared thousands times facebook claims show throat novel coronavirus patient
"Screen Time Doesn’t Hurt Kids’ Social Skills, Study Finds",1,screen time doesnt hurt kids social skills study finds
Paper towels better at removing viruses than jet dryers,1,paper towels better removing viruses jet dryers
Interim Guidance for Public Health Professionals Managing People With COVID-19 in Home Care and Isolation Who Have Pets or Other Animals,1,interim guidance public health professionals managing people covid home care isolation pets animals
An audio message lists five ways people can prevent the novel coronavirus.,0,audio message lists five ways people prevent novel coronavirus
How COVID-19 Is Making Daily Life Challenging for Those with Autism,1,covid making daily life challenging autism
"Hydroxychloroquine: Side effects, dosage, COVID-19 (under",1,hydroxychloroquine side effects dosage covid
'Crisis-Driven' Guidance on Structural Heart Disease in COVID-19,1,crisisdriven guidance structural heart disease covid
Coronavirus will be exterminated if lockdowns are lifted.,0,coronavirus exterminated lockdowns lifted
Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.,0,photo mannequin wheeled hospital shows covid coverup
Hopes for Pandemic Respite This Spring May Depend Upon What Happens Indoors,1,hopes pandemic respite spring may depend upon happens indoors
"""Seventh advanced course on health financing for universal coverage for low- and middle-income countries""",1,seventh advanced course health financing universal coverage low middleincome countries
"CEOs got advance notice of COVID, then resigned to dump stock.",0,ceos got advance notice covid resigned dump stock
Ò(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?Ó,0,former us president barack obama set antipandemic programs vulnerable countries way protect something like coronavirus know trump closed
"No Music, No Sports: Why It’s Important to Cancel Public Events Amid COVID-19 Outbreak",1,music sports important cancel public events amid covid outbreak
LGBTQ people in the US are demanding to be treated first for coronavirus.,0,lgbtq people us demanding treated first coronavirus
Whether coronavirus began with man having sex with a bat.,0,whether coronavirus began man sex bat
Environmental Cleaning and Disinfection Recommendations,1,environmental cleaning disinfection recommendations
"Cleveland Clinic, Meijer Donate Food, Supplies, Masks to Cleveland’s Ward 6 Community",1,cleveland clinic meijer donate food supplies masks clevelands ward community
6 best essential oils for the flu,1,best essential oils flu
New Billing Basics for Telemedicine,1,new billing basics telemedicine
Data shows a massive release of sulfur dioxide gas near Wuhan.,0,data shows massive release sulfur dioxide gas near wuhan
Prof. Martin Bachmann on making millions of coronavirus vaccine doses,1,prof martin bachmann making millions coronavirus vaccine doses
How humidity may affect COVID-19 outcome,1,humidity may affect covid outcome
Anesthesiologists Are Vital in the COVID-19 Fight: The Toll It Takes,1,anesthesiologists vital covid fight toll takes
"Lessons from the Spanish Flu: Early Restrictions Lowered Disease, Mortality Rates",1,lessons spanish flu early restrictions lowered disease mortality rates
Meat and Poultry Processing Workers and Employers,1,meat poultry processing workers employers
You can monitor yourself for COVID-19 with a breath test.,0,monitor covid breath test
The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.Ó,0,offered testing kits available give us refused want buy
Screening clients for respiratory infection symptoms at entry to homeless shelters,1,screening clients respiratory infection symptoms entry homeless shelters
Autonomous shuttles help transport COVID-19 tests at Mayo Clinic in Florida,1,autonomous shuttles help transport covid tests mayo clinic florida
"Starting in March, if you travel outside of the United States you wonÕt be allowed back in the country Òdue to high risk of the coronavirus.Ó",0,starting march travel outside united states wont allowed back country due high risk coronavirus
ÒCOVID literally stands for Chinese Originated Viral Infectious Disease.Ó,0,covid literally stands chinese originated viral infectious disease
Risk Factors for Death From COVID-19 Identified,1,risk factors death covid identified
Healthcare Professionals: Frequently Asked Questions and Answers,1,healthcare professionals frequently asked questions answers
Influenza: Researchers Show That New Treatment Reduces Spread of Virus,1,influenza researchers show new treatment reduces spread virus
"China's Controls May Have Headed Off 700,000 COVID-19 Cases: Study",1,chinas controls may headed covid cases study
Here’s What Happens to the Body After Contracting the New Coronavirus,1,heres happens body contracting new coronavirus
Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.,0,coronavirus death toll us inflated inclusion unrelated deaths
Autoimmunity may be rising in the United States,1,autoimmunity may rising united states
COVID 19: Psychiatric Patients May Be Among the Hardest Hit,1,covid psychiatric patients may among hardest hit
Mayo Clinic Laboratories significantly expands testing capability for the COVID-19 virus,1,mayo clinic laboratories significantly expands testing capability covid virus
"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.",0,elisa granato first volunteer first europe human trial covid vaccine died
If You Are Sick,1,sick
"Hospital Celebrates 1,500th COVID-19 Survivor",1,hospital celebrates th covid survivor
Schools & Childcare: Guidance for School Settings,1,schools childcare guidance school settings
2020 Olympics Unlikely to Start in July,1,olympics unlikely start july
"New Coronavirus Wasn't Made in a Lab, Genomic Study Shows",1,new coronavirus wasnt made lab genomic study shows
"""Evaluation of the Effectiveness of Surveillance and Containment Measures for the First 100 Patients with COVID-19 in Singapore — January 2–February 29, 2020""",1,evaluation effectiveness surveillance containment measures first patients covid singapore january february
The Unusual COVID-19 Symptoms You Can Miss,1,unusual covid symptoms miss
"Engineered virus might be able to block coronavirus infections, mouse study shows",1,engineered virus might able block coronavirus infections mouse study shows
Who's Most at Risk From Coronavirus?,1,whos risk coronavirus
"Physicians, scientists and physician-scientists connect dots between heart disease, potential for worse COVID-19 outcomes",1,physicians scientists physicianscientists connect dots heart disease potential worse covid outcomes
Coronavirus: Scientists could repurpose drugs to treat infection,1,coronavirus scientists could repurpose drugs treat infection
The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,0,mayor buffalo told people evacuate due coronavirus outbreak
ÒRivers in Oklahoma are full of catfish carrying the virus.Ó,0,rivers oklahoma full catfish carrying virus
Why hand washing really could slow down an epidemic,1,hand washing really could slow epidemic
Frequently Asked Questions about 2019 Novel Coronavirus (2019-nCoV),1,frequently asked questions novel coronavirus ncov
Coronavirus has been found in crab legs.,0,coronavirus found crab legs
"Coronavirus Daily Digest: March 26, 2020",1,coronavirus daily digest march
Managing patients with endocrine dysfunction during COVID-19,1,managing patients endocrine dysfunction covid
"""End in sight, but flare-ups likely in the Ebola outbreak in the Democratic Republic of the Congo""",1,end sight flareups likely ebola outbreak democratic republic congo
Tribal Communities,1,tribal communities
Coronavirus cases linked to 5G rollout.,0,coronavirus cases linked g rollout
What To Do if You Are Sick,1,sick
Coronavirus causes: Origin and how it spreads,1,coronavirus causes origin spreads
IBD and COVID-19: Risks and advice,1,ibd covid risks advice
Here’s What We Know About Ibuprofen and COVID-19,1,heres know ibuprofen covid
Signature STEMI Sign May Be Less Diagnostic in the COVID-19 Age,1,signature stemi sign may less diagnostic covid age
Why You Need to Act Even If There Aren’t Any COVID-19 Cases in Your Town,1,need act even arent covid cases town
Chest Imaging Guidelines Released for Pediatric COVID-19,1,chest imaging guidelines released pediatric covid
"""GLOBAL NEWS: Busting myths on alcohol and COVID-19""",1,global news busting myths alcohol covid
"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies",1,sure covid symptoms coronavirus flu allergies
Grandpa’s Social Distance Dance-Off a Treat,1,grandpas social distance danceoff treat
Not All Biologics Compromise the Immune System,1,biologics compromise immune system
"Coronavirus Daily Digest: April 13, 2020",1,coronavirus daily digest april
Trump’s Plan to Reopen the Nation,1,trumps plan reopen nation
"2019 coronavirus can live for Òup to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.Ó",0,coronavirus live hours air hours copper hours cardboard days plastic stainless steel
CDC in Action,1,cdc action
Walmart is adopting a staggered schedule due to the coronavirus.,0,walmart adopting staggered schedule due coronavirus
Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,0,bill gates plotting use covid testing future vaccine track people microchips
Consuming colloidal silver can prevent or treat novel coronavirus.,0,consuming colloidal silver prevent treat novel coronavirus
Alternative Care Sites,1,alternative care sites
"New Compounds Thwart Multiple Viruses, Including Coronavirus",1,new compounds thwart multiple viruses including coronavirus
British PM Admitted to Hospital for COVID-19,1,british pm admitted hospital covid
What Bus Transit Operators Need to Know About COVID-19,1,bus transit operators need know covid
"COVID-19: A 'Marathon, Not a Sprint' for Psychiatry",1,covid marathon sprint psychiatry
"Coronavirus Daily Digest: April 2, 2020",1,coronavirus daily digest april
Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,0,every election year disease coronavirus contagion factor cure rate infects
"""Scaling up coronavirus outbreak readiness in Ethiopia and across Africa""",1,scaling coronavirus outbreak readiness ethiopia across africa
COVID-19 and Angiotensin Drugs: Help or Harm?,1,covid angiotensin drugs help harm
COVID-19 and arthritis: Risks and precautions,1,covid arthritis risks precautions
Another COVID-19 Vaccine Being Tested in Mice,1,another covid vaccine tested mice
5G Technology Believed To Have Caused coronavirus,0,g technology believed caused coronavirus
Drinking Òwater a lot and gargling with warm water and salt or vinegar eliminatesÓ the coronavirus.,0,drinking water lot gargling warm water salt vinegar eliminates coronavirus
Coronavirus Crisis Has Fewer Kids Getting Vaccines,1,coronavirus crisis fewer kids getting vaccines
Silver Solution used on strains of coronavirus Òtotally eliminates it. Kills it. Deactivates it.Ó,0,silver solution used strains coronavirus totally eliminates kills deactivates
"Posts shared more than 2,000 times on social media appear to show a 2009 tweet from Donald Trump criticizing then-president Barack ObamaÕs handling of the H1N1 pandemic and placing ÒALL responsibilityÓ on presidents in a crisis.",0,posts shared times social media appear show tweet donald trump criticizing thenpresident barack obamas handling hn pandemic placing responsibility presidents crisis
"The Need Is Great, but Is It Safe to Donate Blood During the COVID-19 Outbreak?",1,need great safe donate blood covid outbreak
Why are infections from animals so dangerous to humans?,1,infections animals dangerous humans
"""Azerbaijan steps up COVID-19 preparedness and readiness measures, welcoming WHO mission""",1,azerbaijan steps covid preparedness readiness measures welcoming mission
How to Exercise at Home If You’re Avoiding the Gym During the COVID-19 Outbreak,1,exercise home youre avoiding gym covid outbreak
What Health Experts Are Doing to Stop the Coronavirus from Spreading in the U.S.,1,health experts stop coronavirus spreading us
Three Countries Have Kept Coronavirus in Check; Here's How They Did It,1,three countries kept coronavirus check heres
Is the anti-flu drug Avigan effective in treating COVID-19?,1,antiflu drug avigan effective treating covid
COVID-19: Vaccine may be ready by fall and other reasons for hope,1,covid vaccine may ready fall reasons hope
Strategies to Allocate Ventilators from Stockpiles to Facilities,1,strategies allocate ventilators stockpiles facilities
The Obama administration left President Donald Trump with a Òstockpile with a cupboard that was bare.Ó,0,obama administration left president donald trump stockpile cupboard bare
"ÒCocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.Ó",0,cocaine kills coronavirus scientists shocked discover drug fight virus
"ÒThis lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.Ó",0,lady applied sanitizer handsforearms went kitchen cook moment turned gas stove hands caught fire due alcohol contained sanitizer
COVID-19 & Household Spread: How Likely?,1,covid household spread likely
WHO director overstated COVID-19 fatality rate as higher than flu.,0,director overstated covid fatality rate higher flu
"""Yes, Africans are being evicted in China amid fear of second COVID-19 wave""",1,yes africans evicted china amid fear second covid wave
U.S. State and Local Public Health Laboratories Reporting to CDC,1,us state local public health laboratories reporting cdc
A residential building was set on fire in Wuhan to control spread of coronavirus.,0,residential building set fire wuhan control spread coronavirus
Officials say coronavirus killed 200 in Iran.,0,officials say coronavirus killed iran
